REF_ID,PUB_TYPE,Referece
REF0403,Article,"Aguiar, L. M., Ludwig, G., Svoboda, W. K., Hilst, C. L., Navarro, I. T., and Passos, F. C. 2007. Occurrence, local extinction and conservation of Primates in the corridor of the Upper Paran River, with notes on other mammals. Revista Brasileira de Zoologia. 24: 898-906.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0404,Article,"Bianchi, R. D. C., and Mendes, S. L. 2007. Ocelot (Leopardus pardalis) predation on primates in Caratinga Biological Station, southeast Brazil. American Journal of Primatology. 69: 1173-1178.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0405,Article,"Lavina, M. S., Souza, A. P., Souza, J. C., Bellato, V., Sartor, A. A., and Moura, A. B. 2011. Ocurrence of Amblyomma aureolatum (Pallas, 1772) and A. ovale (Kock, 1844)(Acari: Ixodidae) parasitizing Alouatta clamitans Cabrera, 1940 (Primates: Atelidae) in the north of Santa Catarina state, Brazil. Arquivo Brasileiro de Medicina Veterinria e Zootecnia. 63: 266-269.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0406,Article,"Ferreira, R. G., Jerusalinsky, L., Silva, T. C. F., de Souza Fialho, M., de Arajo Roque, A., Fernandes, A., and Arruda, F. 2009. On the occurrence of Cebus flavius (Schreber 1774) in the Caatinga, and the use of semi-arid environments by Cebus species in the Brazilian state of Rio Grande do Norte. Primates. 50: 357-362.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0407,Article,"Rapaport, L. G., and Ruiz-Miranda, C. R. 2006. Ontogeny of provisioning in two populations of wild golden lion tamarins (Leontopithecus rosalia). Behavioral ecology and sociobiology. 60: 724-735.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0408,Article,"Monteiro, R. V., Dietz, J. M., Raboy, B., Beck, B., Vleeschower, K. D., Baker, A., Martins, A., and Jansen, A. M. 2007. Parasite community interactions: Trypanosoma cruzi and intestinal helminths infecting wild golden lion tamarins Leontopithecus rosalia and golden-headed lion tamarins L. chrysomelas (Callitrichidae, L., 1766). Parasitology research. 101: 1689-1698.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0409,Article,"Pacheco, L. R., Neri, F. M., Frahia, V. T., and Melo, A. L. 2003. Parasitismo natural em saus, Callicebus nigrifrons (Spix, 1823): Variao na eliminao de ovos de Nematoda e Cestoda. Neotropical Primates. 11: 29-32.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0410,Article,"da Silva, L. G., Ribeiro, M. C., Hasui, É., da Costa, C. A., and da Cunha, R. G. T. 2015. Patch size, functional isolation, visibility and matrix permeability influences Neotropical primate occurrence within highly fragmented landscapes. PloS one. 10: e0114025.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0411,Article,"Visalberghi, E., Sabbatini, G., Spagnoletti, N., Andrade, F. R. D. D., Ottoni, E., Izar, P., and Fragaszy, D. 2008. Physical properties of palm fruits processed with tools by wild bearded capuchins (Cebus libidinosus). American Journal of Primatology. 70: 884-891.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0412,Article,"Liebsch, D., Mikich, S. B., de Oliveira, E. B., and Moreira, J. M. M. 2015. Pinus taeda bark stripping by capuchin monkeys (Sapajus nigritus): type and intensity of damage and its impact on tree growth. Scientia Forestalis. 43: 37-49.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0413,Article,"De Oliveira, C. R., Ruiz?Miranda, C. R., Kleiman, D. G., and Beck, B. B. 2003. Play behavior in juvenile golden lion tamarins (Callitrichidae: Primates): organization in relation to costs. Ethology. 109: 593-612.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0414,Article,"de Almeida Rocha, J. M., Dos Reis, P. P., and de Carvalho Oliveira, L. 2014. Play Behavior of the Golden-Headed Lion Tamarin in Brazilian Cocoa Agroforests. Folia Primatologica. 85: 192-199.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0415,Article,"Strier, K. B., Boubli, J. P., Possamai, C. B., and Mendes, S. L. 2006. Population demography of northern muriquis (Brachyteles hypoxanthus) at the Estao Biolgica de Caratinga - Reserva Particular do Patrimônio Natural?Feliciano Miguel Abdala, Minas Gerais, Brazil. American Journal of Physical Anthropology. 130: 227-237.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0416,Article,"Price, E. C., Piedade, H. M., and Wormell, D. 2002. Population densities of primates in a Brazilian Atlantic forest. Folia primatologica.73: 54.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0417,Article,"Almeida-Silva, B., Cunha, A. A., Boubli, J. P., Mendes, S. L., and Strier, K. B. 2005. Population density and vertical stratification of four primate species at the Estao Biolgica de Caratinga-RPPN-FMA, Minas Gerais, Brazil. Neotropical Primates. 13: 25-29.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0418,Article,"Nascimento, A. T. A., Prado, F., Valladares-Padua, C. B., and Jnior, P. D. M. 2011. Population density of black-faced lion tamarin (Leontopithecus caissara). Neotropical Primates. 18: 17-21.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0419,Article,"Chagas, R. R. D., and Ferrari, S. F. 2011. Population parameters of the endangered titi monkey, Callicebus coimbrai Kobayashi and Langguth,1999, in the fragmented landscape of southern Sergipe, Brazil. Brazilian Journal of Biology. 71: 569-575.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0420,Article,"Ingberman, B., Fusco-Costa, R., and de Araujo Monteiro-Filho, E. L. 2009. Population survey and demographic features of a coastal island population of Alouatta clamitans in Atlantic Forest, southeastern Brazil. International journal of primatology. 30: 1-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0421,Article,"Lokschin, L. X., Rodrigo, C. P., Hallal Cabral, J. N., and Buss, G. 2007. Power lines and howler monkey conservation in Porto Alegre, Rio Grande do Sul, Brazil. Neotropical Primates. 14: 76-80.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0422,Article,"de Carvalho, W. D., Pedrozo, A. R., Biavatti, T., de Moraes Costa, L., and Esbérard, C. E. L. 2014. Predao ou Necrofagia de Alouatta guariba clamitans por Leopardus pardalis. Neotropical Primates. 21: 211-213.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0423,Article,"Palmeira, F. B. L., and Pianca, C. C. 2012. Predation Attempt on a Roadkilled Brown-Eared Woolly Opossum (Caluromys lanatus) by a Black-Horned Capuchin (Sapajus nigritus). Neotropical Primates. 19: 36-38.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0424,Article,"Brocardo, C. R., Gonalves, H. S., Zipparro, V. B., and Galetti, M. 2010. Predation of adult palms by black capuchin monkeys (Cebus nigritus) in the brazilian Atlantic forest. Neotropical Primates. 17: 70-74.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0425,Article,"Miranda, J., Bernardi, I. P., Abreu, K. C., and Passos, F. C. 2005. Predation on Alouatta guariba clamitans Cabrera (Primates, Atelidae) by Leopardus pardalis (Linnaeus)(Carnivora, Felidae). Revista Brasileira de Zoologia. 22: 793-795.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0426,Article,"Milano, M. Z., and Monteiro-Filho, E. L. A. 2009. Predation on small mammals by capuchin monkeys, Cebus cay. Neotropical Primates. 16: 78-80.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0427,Article,"Oliveira, V. B. D., Linares, A. M., Corra, G. L., and Chiarello, A. G. 2008. Predation on the black capuchin monkey Cebus nigritus (Primates: Cebidae) by domestic dogs Canis lupus familiaris (Carnivora: Canidae), in the Parque Estadual Serra do Brigadeiro, Minas Gerais, Brazil. Revista Brasileira de Zoologia. 25: 376-378.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0428,Article,"Hankerson, S. J., and Dietz, J. M. 2014. Predation rate and future reproductive potential explain home range size in golden lion tamarins. Animal Behaviour. 96: 87-95.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0429,Article,"Valladares-Padua, C. B., Martins, C. S., Wormell, D., and Setz, E. Z. F. 2000. Preliminary evaluation of the reintroduction of a mixed wild-captive group of black lion tamarins Leontopithecus chrysopygus. Dodo. 36: 30-38.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0430,Article,"Pav, R., Kowalewski, M. M., Peker, S. M., and Zunino, G. E. 2010. Preliminary study of mother-offspring conflict in black and gold howler monkeys (Alouatta caraya). Primates. 51: 221-226.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0431,Article,"Oklander, L. I., Marino, M., Zunino, G. E., and Corach, D. 2004. Preservation and extraction of DNA from feces in howler monkeys (Alouatta caraya). Neotropical Primates. 12: 59-63.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0432,Article,"Monteiro, R. V., Dietz, J. M., Beck, B. B., Baker, A. J., Martins, A., and Jansen, A. M. 2007. Prevalence and intensity of intestinal helminths found in free-ranging golden lion tamarins (Leontopithecus rosalia, Primates, Callitrichidae) from Brazilian Atlantic forest. Veterinary parasitology. 145: 77-85.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0433,Article,"Keuroghlian, A., and Passos, F. C. 2001. Prey foraging behavior, seasonality and time-budgets in black lion tamarins, Leontopithecus chrysopygus (Mikan 1823)(Mammalia, Callitrichidae). Brazilian Journal of Biology. 61: 455-459.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0434,Article,"Carvalho, W. D., Xavier, B. S., and Esbérard, C. E. L. 2015. Primatas do parque estadual da serra do papagaio e rppns adjacentes, estado de Minas Gerais. Neotropical Primates. 22: 25-31.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0435,Article,"Wallace, R. B., Painter, L. E., Rumiz, D. I., and Taber, A. B. 2000. Primate diversity, distribution and relative abundances in the Rios Blanco y Negro Wildlife Reserve, Santa Cruz Department, Bolivia. Neotropical Primates. 8: 24-28.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0436,Article,"Moura, A. C. D. A. 2007. Primate group size and abundance in the Caatinga dry forest, Northeastern Brazil. International Journal of Primatology. 28: 1279-1297.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0437,Article,"Chiarello, A. G., and de Melo, F. R. 2001. Primate population densities and sizes in Atlantic forest remnants of northern Espirito Santo, Brazil. International Journal of Primatology. 22: 379-396.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0438,Article,"de Carvalho Jr, O. 2003. Primates in a forest fragment in eastern Amazonia. Neotropical Primates. 11: 101-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0439,Article,"Cunha, A. A. 2003. Primates in the Serra dos rgos National Park: new records. Neotropical Primates. 11: 49-51.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0440,Article,"Flesher, K. 2001. Primates of the Chapada das Mangabeiras, Piau, Brasil: a northern extension to the range of Alouatta caraya. Neotropical Primates. 9: 19-22.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0441,Article,"Wheeler, B. C. 2010. Production and perception of situationally variable alarm calls in wild tufted capuchin monkeys (Cebus apella nigritus). Behavioral Ecology and Sociobiology. 64: 989-1000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0442,Article,"Rapaport, L. G. 2011. Progressive parenting behavior in wild golden lion tamarins. Behavioral Ecology. 22: 745-754.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0443,Article,"Demolin, D., Ades, C., and Mendes, F. D. 2010. Prosodic features in northern muriquis vocalizations. In: The Evolution Of Language. 91-98.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0444,Article,"Rapaport, L. G. 2005. Provisioning in wild golden lion tamarins (Leontopithecus rosalia): benefits to omnivorous young. Behavioral Ecology. 17: 212-221.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0445,Article,"Rapaport, L. G., and Ruiz-Miranda, C. R. 2005. Provisioning of young in two populations of wild golden lion tamarins (Leontopithecus rosalia). American Journal of Primatology. 66: 50-50.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0446,Article,"Wheeler, B. C., and Hammerschmidt, K. 2013. Proximate factors underpinning receiver responses to deceptive false alarm calls in wild tufted capuchin monkeys: is it counterdeception. American journal of primatology. 75: 715-725.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0447,Article,"Alves, S. L. 2005. Records of primates at Itatiaia National Park, Brazil. Neotropical Primates. 13: 36-37.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0448,Article,"Gomes, F. B. R., and Lima-Gomes, R. C. D. 2011. Registro Ocasional da Predao da Pomba-De-Bando (Zenaida auriculata des Murs, 1847) Pelo Sagüi-Do-Cerrado (Callithrix penicillata é. Geoffroy, 1812) No Interior De So Paulo, sp. Neotropical Primates. 18: 68-70.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0449,Article,"Maia, B., and Dias, P. H. D. S. 2012. Registros De Juvenis Perdidos De Alouatta fusca (Geoffroy Saint-Hilaire, 1812)(Primates: Atelidae) No Parque Nacional Da Serra Dos rgos. Neotropical Primates. 19: 47-49.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0450,Article,"Moro-Rios, R. F., Miranda, J. M. D., and Passos, F. D. C. 2009. Relaes Sociais, Emigrao e Fisso de um Grupo de Alouatta Guariba Clamitans em um Remanescente de Floresta Ombrfila Mista. Neotropical Primates. 16: 57-60.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0451,Article,"Siani, J. M., Bales, K. L., Baker, A. J., and Dietz, J. M. 2004. Relationships between age, weight, and sex ratio in wild golden lion tamarins (Leontopithecus rosalia). American Journal of Primatology. 62: 61-62. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0452,Article,"Rangel, C. H., Adler, J. G. V., Heliodor, G. C., Jr, A. S., and Verona, C. E. 2013. Relato de Caso de Morte por Agresso Entre Macacos-Prego Sapajus nigritus (Primates: Cebidae) no Jardim Botânico Do Rio de Janeiro. Neotropical Primates. 20: 48-52.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0453,Article,"Valenca-Silva, G., Maciel, F. D. G., Zaganini, R. L., Lucindo, A. D. S., Caramaschi, S., and Paula, H. M. G. D. 2014. Reporting social behaviours of mixed-species troops formed by Callithrix jacchus and Callithrix penicillata (Primate, Callitrichidae). Brazilian Journal of Biology. 74: 607-611.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0454,Article,"Strier, K. B. 2005. Reproductive biology and conservation of muriquis. Neotropical Primates. 3(Suppl): 41-46.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0455,Article,"Di Bitetti, M. S., and Janson, C. H. 2001. Reproductive socioecology of tufted capuchins (Cebus apella nigritus) in northeastern Argentina. International Journal of Primatology. 22: 127-142.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0456,Article,"Sabbatini, G., Stammati, M., Tavares, M. C. H., and Visalberghi, E. 2007. Response toward novel stimuli in a group of tufted capuchins (Cebus libidinosus) in Brasilia National Park, Brazil. American journal of primatology. 69: 457-470.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0457,Article,"Souza-Alves, J. P., and Ferrari, S. F. 2010. Responses of wild titi monkeys, Callicebus coimbrai (Primates: Platyrrhini: Pitheciidae), to the habituation process. Zoologia (Curitiba). 27: 861-866.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0458,Article,"Holzmann, I., Agostini, I., and Di Bitetti, M. 2012. Roaring behavior of two syntopic howler species (Alouatta caraya and A. guariba clamitans): evidence supports the mate defense hypothesis. International Journal of Primatology. 33: 338-355.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0459,Article,"Da Cunha, R. G. T., and Byrne, R. W. 2006. Roars of black howler monkeys (Alouatta caraya): evidence for a function in inter-group spacing. Behaviour. 143: 1169-1199.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0460,Article,"Polizzi di Sorrentino, E., Schino, G., Tiddi, B., and Aureli, F. 2012. Scratching as a window into the emotional responses of wild tufted capuchin monkeys. Ethology. 118: 1072-1084.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0461,Article,"Alfaro, J. L. 2008. Scream-embrace displays in wild black?horned capuchin monkeys. American Journal of Primatology. 70: 551-559.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0462,Article,"Ferrari, S. F., and Hilrio, R. R. 2014. Seasonal variation in the length of the daily activity period in buffy?headed marmosets (Callithrix flaviceps): an important consideration for the analysis of foraging strategies in observational field studies of primates. American journal of primatology. 76: 385-392.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0463,Article,"dos Santos, G., Bianchini, E., and dos Reis, N. R. 2013. Seasonal variation of consumption of the species used as fruit source by brown howler monkeys (Alouatta clamitans) in southern Brazil. Biota Neotropica. 13: 148-153.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0464,Article,"Souza?Alves, J. P., Fontes, I. P., Chagas, R. R., and Ferrari, S. F. 2011. Seasonal versatility in the feeding ecology of a group of titis (Callicebus coimbrai) in the northern Brazilian Atlantic Forest. American Journal of Primatology. 73: 1199-1209.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0465,Article,"Vilela, S. L., and De Faria, D. S. 2004. Seasonality of the activity pattern of Callithrix penicillata (Primates, Callitrichidae) in the cerrado (scrub savanna vegetation). Brazilian Journal of Biology. 64: 363-370.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0466,Article,"Catenacci, L. S., De Vleeschouwer, K. M., and Nogueira?Filho, S. L. 2009. Seed Dispersal by Golden?headed Lion Tamarins Leontopithecus chrysomelas in Southern Bahian Atlantic Forest, Brazil. Biotropica. 41: 744-750.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0467,Article,"Pagno, L., Cândido Jr, J. F., Brocardo, C. R. 2015. Seed predation of Araucaria angustifolia by Sapajus nigritus. Neotropical Primates. 22: 1-6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0468,Article,"Mourth, . M., Strier, K. B., and Boubli, J. P. 2008. Seed predation of Mabea fistulifera (Euphorbiaceae) by northern muriquis (Brachyteles hypoxanthus). Neotropical Primates. 15: 40-45.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0469,Article,"Culot, L., Bovy, E., Vaz-de-Mello, F. Z., Guevara, R., and Galetti, M. 2013. Selective defaunation affects dung beetle communities in continuous Atlantic rainforest. Biological Conservation. 163: 79-89.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0470,Article,"Wheeler, B. C. 2008. Selfish or altruistic - An analysis of alarm call function in wild capuchin monkeys, Cebus apella nigritus. Animal Behaviour. 76: 1465-1475.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0471,Article,"Molina, C. V., Cato?Dias, J. L., Ferreira Neto, J. S., Vasconcellos, S. A., Gennari, S. M., Valle, R. D. R., de Souza, G. O., de Morais, M., Vitalino, S. N., Strefezzi, R. F., and Bueno, M. G. 2014. Sero?epidemiological survey for brucellosis, leptospirosis, and toxoplasmosis in free?ranging Alouatta caraya and Callithrix penicillata from So Paulo State, Brazil. Journal of medical primatology. 43: 197-201.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0472,Article,"Svoboda, W. K., Martins, L. C., Malanski, L. D. S., Shiozawa, M. M., Spohr, K. A. H., Hilst, C. L. S., Aguiar, L. M., Ludwig, G., Passos, F. C., Silva, L. R., Headley, S. A., and Navarro, I. T. (2014). Serological evidence for Saint Louis encephalitis virus in free-ranging New World monkeys and horses within the upper Paran River basin region, Southern Brazil. Revista da Sociedade Brasileira de Medicina Tropical. 47: 280-286.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0473,Article,"Voltarelli, E. M., Arraes, S. M. A. A., Lonardoni, M. V. C., Teodoro, U., and Silveira, T. G. V. 2009. Serological survey for Leishmania sp. infection in wild animals from the municipality of Maring, Paran State, Brazil. Journal of Venomous Animals and Toxins including Tropical Diseases. 15: 732-744.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0475,Article,"Arnedo, L. F., Mendes, F. D., and Strier, K. B. 2010. Sex differences in vocal patterns in the northern muriqui (Brachyteles hypoxanthus). American Journal of Primatology. 72: 122-128.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0476,Article,"Faltico, T., and Ottoni, E. B. 2014. Sexual bias in probe tool manufacture and use by wild bearded capuchin monkeys. Behavioural processes. 108: 117-122.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0477,Article,"Di Bitetti, M. S., Vidal, E. M. L., Baldovino, M. C., and Benesovsky, V. 2000. Sleeping site preferences in tufted capuchin monkeys(Cebus apella nigritus). American Journal of Primatology. 50: 257-274.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0478,Article,"Hankerson, S. J., and Dietz, J. M. 2005. Sleeping site selection in the golden lion tamarin, Leontopithecus rosalia. American Journal of Primatology. 66: 114-115.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0479,Article,"Bales, K. L., French, J. A., Hostetler, C. M., and Dietz, J. M. 2005. Social and reproductive factors affecting cortisol levels in wild female golden lion tamarins (Leontopithecus rosalia). American Journal of Primatology. 67: 25-35.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0480,Article,"Tokuda, M., Boubli, J. P., Izar, P., and Strier, K. B. 2012. Social cliques in male northern muriquis Brachyteles hypoxanthus. Current Zoology. 58: 342-352.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0481,Article,"Agostini, I., and Visalberghi, E. 2005. Social influences on the acquisition of sex?typical foraging patterns by juveniles in a group of wild tufted capuchin monkeys (Cebus nigritus). American Journal of Primatology. 65: 335-351.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0482,Article,"Tiddi, B., Aureli, F., Schino, G., and Voelkl, B. 2011. Social relationships between adult females and the alpha male in wild tufted capuchin monkeys. American journal of primatology. 73: 812-820.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0483,Article,"Miranda, J. M., Bernardi, I. P., Moro-Rios, R. F., Aguiar, L. M., Ludwig, G., and Passos, F. C. 2004. Social structure of Alouatta guariba clamitans: a group with a dominant female. Neotropical Primates. 12: 135-138.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0484,Article,"Verderane, M. P., Izar, P., Visalberghi, E., and Fragaszy, D. M. 2013. Socioecology of wild bearded capuchin monkeys (Sapajus libidinosus): an analysis of social relationships among female primates that use tools in feeding. Behaviour.150: 659-689.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0485,Article,"Possamai, C. B., Young, R. J., Mendes, S. L., and Strier, K. B. 2007. Socio?sexual behavior of female northern muriquis (Brachyteles hypoxanthus). American Journal of Primatology. 69: 766-776.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0486,Article,"Lapenta, M. J., and Procpio-de-Oliveira, P. 2008. Some aspects of seed dispersal effectiveness of golden lion tamarins (Leontopithecus rosalia) in a Brazilian Atlantic forest. Tropical Conservation Science. 1: 122-139.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0487,Article,"Bales, K., O Herron, M., Baker, A. J., and Dietz, J. M. 2001. Sources of variability in numbers of live births in wild golden lion tamarins (Leontopithecus rosalia). American Journal of Primatology. 54: 211-221.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
