REF_ID,PUB_TYPE,Referece
REF0234,Article,"Norris, D., Rocha-Mendes, F., Marques, R., de Almeida Nobre, R., and Galetti, M. 2011. Density and spatial distribution of buffy-tufted-ear marmosets (Callithrix aurita) in a continuous Atlantic Forest. International Journal of Primatology. 32: 811-829.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0235,Article,"Santana, B. E. M. M., Prado, M. R. D., Lessa, G., Rocha, E. C., and Melo, F. R. D. 2008. Density, population size, and abundance of primate polpulations in an atlantic forest in Minas Gerais, Brazil. Revista rvore. 32: 1009-1117.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0236,Article,"Almeida-Silva, B., Guedes, P. G., Boubli, J. P., and Strier, K. B. 2005. Deslocamento terrestre e o comportamento de beber em um grupo de barbados (Alouatta guariba clamitans Cabrera, 1940) em Minas Gerais, Brasil. Neotropical Primates. 13: 1-3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0237,Article,"da Silva, R. C., Machado, G. P., de Andrade Cruvinel, T. M., Cruvinel, C. A., and Langoni, H. 2014. Detection of antibodies to Toxoplasma gondii in wild animals in Brazil. Journal of Venomous Animals and Toxins including Tropical Diseases. 20: 41.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0239,Article,"de Carvalho Jr, O., Ferrari, S. F., and Strier, K. B. 2004. Diet of a muriqui group (Brachyteles arachnoides) in continuous primary forest. Primates. 45: 201-204.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0240,Article,"Raboy, B. E., and Dietz, J. M. 2004. Diet, foraging, and use of space in wild golden?headed lion tamarins. American Journal of Primatology. 63: 1-15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0241,Article,"Vilela, S. L., and Faria, D. S. 2002. Dieta do Callithrix penicillata (Primates, Callitrichidae) em reas de cerrado no Distrito Federal, Brasil. Neotropical Primates. 10: 17-20.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0242,Article,"Aguiar, L. M., Reis, N. R., Ludwig, G., and Rocha, V. J. 2003. Dieta, rea de vida, vocalizaes e estimativas populacionais de Alouatta guariba em um remanescente florestal no norte do estado do Paran.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0243,Article,"Baiao, S. A., Correia, F. B., and Ferrari, S. F. 2015. Dietary differences have contrasting effects on the seed dispersal potential of the titi monkey Callicebus coimbrai in north-eastern Brazil. Journal of Tropical Ecology. 31: 175-181.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0244,Article,"Chaves, O. M., and Bicca-Marques, J. C. 2013. Dietary flexibility of the brown howler monkey throughout its geographic distribution. American journal of primatology. 75: 16-29.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0245,Article,"Talebi, M. 2003. Dietary strategies and digestive efficiency of the southern muriqui (Brachyteles arachnoides). American Journal of Physical Anthropology. 206-206.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0246,Article,"Nascimento, A. T., Nali, C., and Da Fonseca, G. A. 2014. Dispersal, Group Formation and Kinship in the Black-Faced Lion Tamarin (Leontopithecus caissara). Folia Primatologica. 85: 216-227.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0247,Article,"Lisboa, C. V., Mangia, R. H., De Lima, N. R. C., Martins, A., Dietz, J., Baker, A. J., Ramon-Miranda, C. R., Ferreira, L. F., Fernandes, O., and Jansen, A. M. 2004. Distinct patterns of Trypanosoma cruzi infection in Leontopithecus rosalia in distinct Atlantic coastal rainforest fragments in Rio de Janeiro–Brazil. Parasitology. 129: 703-711.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0248,Article,"de Sousa, M. C. 2003. Distribuio do guig (Callicebus coimbrai) no Estado de Sergipe. Neotropical. 11: 89.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0249,Article,"Ruiz-Miranda, C. R., Affonso, A. G., Martins, A., and Beck, B. 2000. Distribuio do sagüi (Callithrix jacchus) nas reas de ocorrncia do mico-leo-dourado (Leontopithecus rosalia) no estado do Rio de Janeiro. Neotropical primates. 8: 98-101.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0250,Article,"Codenotti, T. L., Silva, V. M., Albuquerque, V. J., Camargo, E. V., and Silveira, R. M. M. 2002. Distribuio e situao atual de conservao de Alouatta caraya (Humboldt, 1812) no Rio Grande do Sul, Brasil. Neotropical Primates. 10: 132-141.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0251,Article,"Cardoso de Sousa, M., Sampaio dos Santos, S., and Coelho Marques Valente, M. 2008. Distribuio e variao na pelagem de Callicebus coimbrai (Primates, Pitheciidae) nos estados de Sergipe e Bahia, Brasil. Neotropical Primates. 15: 54-59.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0252,Article,"Visalberghi, E., Spagnoletti, N., Da Silva, E. D. R., Andrade, F. R., Ottoni, E., Izar, P., and Fragaszy, D. 2009. Distribution of potential suitable hammers and transport of hammer tools and nuts by wild capuchin monkeys. Primates. 50: 95-104.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0253,Article,"Fontoura, T., Cazetta, E., Nascimento, W. D., Catenacci, L., De Vleeschouwer, K., and Raboy, B. 2010. Diurnal frugivores on the Bromeliaceae Aechmea depressa LB Sm. from Northeastern Brazil: the prominent role taken by a small forest primate. Biota Neotropica. 10: 351-354.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0254,Article,"Machado, F. S., de Almeida, . F., de Barros, D. A., Pereira, J. A. A., Silva, R. A., and Pereira, A. A. S. 2016. Diversity of medium-sized and large mammals from Atlantic Forest remnants in southern Minas Gerais state, Brazil. Check List. 12: 1962.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0255,Article,"Franklin, S. P., Miller, K. E., Baker, A. J., and Dietz, J. M. 2007. Do cavity?nesting primates reduce scent marking before retirement to avoid attracting predators to sleeping sites. American journal of primatology. 69: 255-266.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0256,Article,"de Almeida Rocha, J. M., De Vleeschouwer, K. M., Reis, P. P., Grelle, C. E. D. V., and Oliveira, L. C. 2015. Do Habitat Use and Interspecific Association Reflect Predation Risk for the Golden-Headed Lion Tamarin (Leontopithecus chrysomelas)?. International Journal of Primatology. 36: 1198-1215.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0257,Article,"Tiddi, B., Aureli, F., and Schino, G. 2009. Do Tufted Capuchin Monkeys (Cebus apella nigritus) Trade Grooming for Infant Handling. Folia Primatologica. 80: 146-146.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0258,Article,"Mendonca-Furtado, O., Edaes, M., Palme, R., Rodrigues, A., Siqueira, J., and Izar, P. 2014. Does hierarchy stability influence testosterone and cortisol levels of bearded capuchin monkeys (Sapajus libidinosus) adult males? A comparison between two wild groups. Behavioural processes. 109: 79-88.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0259,Article,"Sabatini, V., and Ruiz-Miranda, C. R. 2010. Does the golden lion tamarin, Leontopithecus rosalia (Primates: Callitrichidae), select a location whithin the forest strata for long distance communication. Zoologia (Curitiba). 27: 179-183.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0260,Article,"Hilrio, R. R., and Ferrari, S. F. 2010. Double infanticide in a free-ranging group of buffy-headed marmosets, Callithrix flaviceps. Journal of ethology. 28: 195-199.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0261,Article,"Steinmetz, S. 2001. Drinking by howler monkeys (Alouatta fusca) and its seasonality at the Intervales State Park, So Paulo, Brazil. Neotropical Primates. 9: 111-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0262,Article,"Podgaiski, L. R., and de Assis Jardim, M. M. 2009. Early behavioral development of a free-ranging howler monkey infant (Alouatta guariba clamitans) in southern Brazil. Neotropical Primates. 16: 27-31.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0263,Article,"Meloro, C., Cceres, N., Carotenuto, F., Passaro, F., Sponchiado, J., Melo, G. L., and Raia, P. 2014. Ecogeographical variation in skull morphometry of howler monkeys (Primates: Atelidae). Zoologischer Anzeiger-A Journal of Comparative Zoology. 253: 345-359.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0264,Article,"Cceres, N., Meloro, C., Carotenuto, F., Passaro, F., Sponchiado, J., Melo, G. L., and Raia, P. 2014. Ecogeographical variation in skull shape of capuchin monkeys. Journal of biogeography. 41: 501-512.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0265,Article,"de Castro, C. S. S. 2000. Ecology and behavior of the common marmoset, Callithrix jacchus. Neotropical Primates. 8: 50-51.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0266,Article,"Raboy, B. E., Canale, G. R., and Dietz, J. M. 2008. Ecology of Callithrix kuhlii and a review of eastern Brazilian marmosets. International Journal of Primatology. 29: 449-467.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0267,Article,"Gonzales Valentin, E., and Scarry, C. J. 2011. Effects of female reproductive status on active budget, ingestion rates and energy intake in tufted capuchin monkeys (Cebus apella). American Journal of Primatology. 73: 57-57.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0268,Article,"Dias, L. G., and Strier, K. B. 2003. Effects of group size on ranging patterns in Brachyteles arachnoides hypoxanthus. International Journal of Primatology. 24: 209-221.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0269,Article,"Pyritz, L. W., Büntge, A. B., Herzog, S. K., and Kessler, M. 2010. Effects of habitat structure and fragmentation on diversity and abundance of primates in tropical deciduous forests in Bolivia. International journal of primatology. 31: 796-812.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0270,Article,"Miller, K. E., and Dietz, J. M. 2006. Effects of individual and group characteristics on feeding behaviors in wild Leontopithecus rosalia. International Journal of Primatology. 27: 911-939.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0271,Article,"Jung, L., Mourthe, I., Grelle, C. E., Strier, K. B., and Boubli, J. P. 2015. Effects of local habitat variation on the behavioral ecology of two sympatric groups of brown howler monkey (Alouatta clamitans). PloS one. 10: e0129789.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0272,Article,"Bales, K. L., French, J. A., McWilliams, J., Lake, R. A., and Dietz, J. M. 2006. Effects of social status, age, and season on androgen and cortisol levels in wild male golden lion tamarins (Leontopithecus rosalia). Hormones and Behavior. 49: 88-95.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0273,Article,"French, J. A., Bales, K. L., Baker, A. J., and Dietz, J. M. 2003. Endocrine monitoring of wild dominant and subordinate female Leontopithecus rosalia. International journal of primatology. 24: 1281-1300.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0274,Article,"Santos Angonesi, P., Almeida-Silva, B., Lucena Mendes, S., and dos Santos Pyrrho, A. 2009. Endoparasitos em Muriquis-do-Norte, Brachyteles hypoxanthus, Isolados em Pequeno Fragmento de Mata Atlântica. Neotropical Primates. 16: 15-18.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0275,Article,"Guedes, D., Young, R. J., and Strier, K. B. 2008. Energetic costs of reproduction in female northern muriquis, Brachyteles hypoxanthus (Primates: Platyrrinhi: Atelidae). Revista Brasileira de Zoologia. 25: 587-593.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0276,Article,"Emidio, R. A., and Ferreira, R. G. 2012. Energetic payoff of tool use for capuchin monkeys in the caatinga: variation by season and habitat type. American journal of primatology. 4: 332-343.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0277,Article,"Miller, K. E., Bales, K. L., Ramos, J. H., and Dietz, J. M. 2006. Energy intake, energy expenditure, and reproductive costs of female wild golden lion tamarins (Leontopithecus rosalia). American Journal of Primatology. 68: 1037-1053.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0278,Article,"Laroque, P. O., Valena-Montenegro, M. M., Ferreira, D. R., Chiang, J. O., Cordeiro, M. T., Vasconcelos, P. F., and Silva, J. C. 2014. Epidemiologic survey for arbovirus in galician capuchin monkeys (Cebus flavius) free living in Paraba and captive capuchin monkey (Cebus libidinosus) from northeast Brazil. Pesquisa Veterinria Brasileira. 34: 462-468.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0279,Article,"Oliveira, R. C. R., Coelho, A. S., and Melo, F. R. 2003. Estimativa de densidade e tamanho populacional de sau (Callicebus nigrifrons) em um fragmento de mata em regenerao, Viosa, Minas Gerais, Brasil. Neotropical Primates. 11: 91-94.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0280,Article,"Buss, G., and Romanowski, H. P. 2002. Estudo preliminar do monitoramento do bugio ruivo, Alouatta guariba clamitans, através de contagem de bolos fecais no Parque Estadual de Itapu, Rio Grande do Sul, Brasil. Neotropical Primates. 10: 76-79.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0281,Article,"de Paula, H. M. G., Tvora, R. S., de Almeida, M. V., Pelegrini, L. S., da Silva, G. V., Zaganini, R. L., and Lucindo, A. 2005. Estudos preliminares da presena de sagüis no municpio de Bauru, So Paulo, Brasil. Neotropical Primates. 13: 6-11.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0282,Article,"Cäsar, C., Byrne, R. W., Hoppitt, W., Young, R. J., and Zuberbühler, K. 2012. Evidence for semantic communication in titi monkey alarm calls. Animal Behaviour. 84: 405-411.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0283,Article,"Janson, C. H., Monzn, J., and Baldovino, M. C. 2014. Experimental analysis of predator and prey detection abilities in rainforest: who has the advantage. Behaviour. 151: 1491-1512.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0284,Article,"Janson, C. H. 2007. Experimental evidence for route integration and strategic planning in wild capuchin monkeys. Animal cognition. 10: 341-356.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0285,Article,"Bales, K., French, J. A., and Dietz, J. M. 2002. Explaining variation in maternal care in a cooperatively breeding mammal. Animal Behaviour. 63: 453-461.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0286,Article,"Lynch Alfaro, J. W., Boubli, J. P., Olson, L. E., Di Fiore, A., Wilson, B., Gutiérrez?Espeleta, G. A., Chiou, K. L., Schulte, M., Neitzel, S., Ross, V., Schwochow, D., Nguyen, M. T. T., Farias, I., Janson, C. H., and Alfaro, M. E. 2012. Explosive Pleistocene range expansion leads to widespread Amazonian sympatry between robust and gracile capuchin monkeys. Journal of Biogeography. 39: 272-288.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0287,Article,"Machado, G. P., de Paula Antunes, J. M. A., Uieda, W., Biondo, A. W., de Andrade Cruvinel, T. M., Kataoka, A. P., Martorelli, L. F. A., de Jong, D., Amaral, J. M. G., Hoppe, E. G. L., Neto, G. G., and Megid, J. 2012. Exposure to rabies virus in a population of free-ranging capuchin monkeys (Cebus apella nigritus) in a fragmented, environmentally protected area in southeastern Brazil. Primates. 53: 227-231.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0288,Article,"Iurck, M. F., Nowak, M. G., Costa, L., Mendes, S. L., Ford, S. M., and Strier, K. B. 2013. Feeding and resting postures of wild northern muriquis (Brachyteles hypoxanthus). American journal of primatology. 75: 74-87.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0289,Article,"Passamani, M., and Rylands, A. B. 2000. Feeding behavior of Geoffroy s marmoset (Callithrix geoffroyi) in an Atlantic forest fragment of south-eastern Brazil. Primates. 41: 27-38.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0290,Article,"Hilrio, R. R., and Ferrari, S. F. 2010. Feeding ecology of a group of buffy?headed marmosets (Callithrix flaviceps): fungi as a preferred resource. American journal of primatology. 72: 515-521.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0291,Article,"Tiddi, B., Wheeler, B. C., and Heistermann, M. 2015. Female behavioral proceptivity functions as a probabilistic signal of fertility, not female quality, in a New World primate. Hormones and behavior. 73: 148-155.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0292,Article,"Izar, P. 2004. Female social relationships of Cebus apella nigritus in a southeastern Atlantic forest: an analysis through ecological models of primate social evolution. Behaviour. 141: 71-99.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0293,Article,"Liebsch, D., and Mikich, S. B. 2015. First record of Eucalyptus spp. bark-stripping by Brown-capuchin monkeys (Sapajus nigritus, Primates: Cebidae). Cincia Florestal. 25: 501-505.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0294,Article,"Canale, G. R., Guidorizzi, C. E., Kierulff, M. C. M., and Gatto, C. A. F. R. 2009. First record of tool use by wild populations of the yellow?breasted capuchin monkey (Cebus xanthosternos) and new records for the bearded capuchin (Cebus libidinosus). American Journal of Primatology. 71: 366-372.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0295,Article,"Tranquilin, M. V., Lehmkuhl, R. C., Maron, A., Silva, L. R. D., Ziliotto, L., Seki, M. C., Salomon, G. R., and Carrasco, A. D. O. T. 2013. First report of yellow fever virus in non-human primates in the State of Paran, Brazil. Revista da Sociedade Brasileira de Medicina Tropical. 46: 522-524.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0296,Article,"Coles, R. C., Lee, P. C., and Talebi, M. 2012. Fission-fusion dynamics in southern muriquis (Brachyteles arachnoides) in continuous brazilian atlantic forest. International Journal of Primatology. 33: 93-114.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0297,Article,"Bianchi, R. D. C., Mendes, S. L., and Junior, P. D. M. 2010. Food habits of the ocelot, Leopardus pardalis, in two areas in southeast Brazil. Studies on Neotropical Fauna and Environment. 45: 111-119.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0298,Article,"Di Bitetti, M. S. 2005. Food-associated calls and audience effects in tufted capuchin monkeys, Cebus apella nigritus. Animal behaviour. 69: 911-919.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0299,Article,"Martins, M. M. 2000. Foraging over army ants by Callithrix aurita (Primates: Callitrichidae): Seasonal occurence. Revista de Biologia Tropical. 48: 261-262.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0300,Article,"Martins, M. M. 2003. Forest fragments in Barreiro Rico, southeastern Brazil: The need for conservation action. Neotropical Primates. 11: 55-56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0301,Article,"Miranda, J. M., Moro-Rios, R. F., Bernardi, I. P., and Passos, F. C. 2005. Formas no usuais para a obteno de gua por Alouatta guariba clamitans em ambiente de floresta com Araucria no sul do Brasil. Neotropical Primates. 13: 21-23.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0302,Article,"Hilrio, R. R., and Ferrari, S. F. 2010. Four breeding females in a free-ranging group of buffy-headed marmosets (Callithrix flaviceps). Folia Primatologica. 81: 31-40.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0303,Article,"Silva, R. C. D., Machado, G. P., Cruvinel, T. M. D. A., Cruvinel, C. A., and Langoni, H. 2013. Frequency of Toxoplasma gondii antibodies in tufted capuchin monkeys (Cebus apella nigritus) from an ecological station in the State of So Paulo, Brazil. Pesquisa Veterinria Brasileira. 33: 251-253.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0304,Article,"Lapenta, M. J., Procpio-de-Oliveira, P., Kierulff, M. C. M., and Motta-Junior, J. C. 2008. Frugivory and seed dispersal of golden lion tamarin (Leontopithecus rosalia (Linnaeus, 1766)) in a forest fragment in the Atlantic Forest, Brazil. Brazilian Journal of Biology. 68: 241-249.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0305,Article,"Cardoso, N. A., Le Pendu, Y., Lapenta, M. J., and Raboy, B. E. 2011. Frugivory patterns and seed dispersal by golden-headed lion tamarins (Leontopithecus chrysomelas) in Una Biological Reserve, Bahia, Brazil. Mammalia. 75: 327-337.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0306,Article,"Martins, M. M. 2008. Fruit diet of Alouatta guariba and Brachyteles arachnoides in Southeastern Brazil: comparison of fruit type, color, and seed size. Primates. 49: 1-8.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0307,Article,"Lapenta, M. J., Procpio de Oliveira, P., Kierluff, M. C. M., and Motta-Junior, J. C. 2003. Fruit exploitation by Golden Lion Tamarins (Leontopithecus rosalia) in the Unio Biological Reserve, Rio das Ostras, RJ-Brazil. Mammalia. 67: 41-46.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0308,Article,"Miller, K. E., and Dietz, J. M. 2004. Fruit yield, not DBH or fruit crown volume, correlates with time spent feeding on fruits by wild Leontopithecus rosalia. International journal of primatology. 25: 27-39.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0309,Article,"Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., and Galetti, M. 2013. Functional redundancy and complementarities of seed dispersal by the last neotropical megafrugivores. PloS one. 8: e56252.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0310,Article,"Guidorizzi, C. E., and Raboy, B. E. 2009. Fur-rubbing with plant exudates in wild golden-headed lion tamarins (Leontopithecus chrysomelas). American Journal of Primatology. 71: 75-75.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0311,Article,"Martins, M. M., Nascimento, A. T. A., Nali, C., Velastin, G. O., Mangini, P. B., Valladares-Padua, C. B., and Galetti Jr, P. M. 2011. Genetic analysis reveals population structuring and a bottleneck in the black-faced lion tamarin (Leontopithecus caissara). Folia Primatologica. 82: 197-211.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0312,Article,"Fagundes, V., Paes, M. F., Chaves, P. B., Mendes, S. L., Possamai, C. D. B., Boubli, J. P., and Strier, K. B. 2008. Genetic structure in two northern muriqui populations (Brachyteles hypoxanthus, Primates, Atelidae) as inferred from fecal DNA. Genetics and Molecular Biology. 31: 166-171.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0313,Article,"Bastos, H. B., Gonalves, E. C., Ferrari, S. F., Silva, A., and Schneider, M. P. C. 2010. Genetic structure of red-handed howler monkey populations in the fragmented landscape of Eastern Brazilian Amazonia. Genetics and molecular biology. 33: 774-780.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0314,Article,"Kowalewski, M. M., and Oklander, L. L. 2006. Genetic structure of two populations of alouatta caraya in continuous and fragmented habitats. American Journal of Primatology. 68: 64-64.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0315,Article,"de Souza, L. L., Ferrari, S. F., da Costa, M. L., and Kern, D. C. 2002. Geophagy as a correlate of folivory in red-handed howler monkeys (Alouatta belzebul) from eastern Brazilian Amazonia. Journal of Chemical Ecology. 28: 1613-1621.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0316,Article,"Bravo, S. P., Zunino, G. E. 2000. Germination of seeds from three species dispersed by black howler monkeys (Alouatta caraya). Folia Primatologica. 71: 342-345.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
REF0317,Article,"Burity, C. H. F., da Cruz, L. D., Rocha, V. L., Da Conceio, N. B., da Luz, D. E., Santos, D. S., Campos, D. C., Pissinatti, A. 2007. Golden Lion Tamarins, Leontopithecus rosalia (Linnaeus, 1766) in the Taquara Municipal Natural Park (Duque de Caxias, RJ): A Southern Extension of the Known Range. Neotropical Primates. 14: 30-31. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
